"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"13","RT @NifabulousO: Anticipating #AvengersEndgame #Aquaman #JohnWick. Be ready to get your tickets with @oseletickets #NowPlaying #MondayMotiv…",FALSE,0,NA,2018-12-10 09:14:48,FALSE,NA,"1072057031761252352",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Iam_fahmooh",2,TRUE,FALSE,NA,NA
"14","RT @racheljpierce: it's been a long year #AvengersEndgame https://t.co/YGUAFcUNbT",FALSE,0,NA,2018-12-10 09:14:38,FALSE,NA,"1072056986202722304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ivan_Darij",2352,TRUE,FALSE,NA,NA
"15","RT @Avengers: Here's your first look at the poster for Marvel Studios' #AvengersEndgame, in theaters April 26, 2019! https://t.co/kPSJKcnriq",FALSE,0,NA,2018-12-10 09:14:35,FALSE,NA,"1072056977591652352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GAnekrat",33871,TRUE,FALSE,NA,NA
"16","RT @i_yogesh22: Aree Bc Sarook Sir in #AvengersEndgame 😂 https://t.co/0s5MuV6WnR",FALSE,0,NA,2018-12-10 09:14:35,FALSE,NA,"1072056975431688192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dev_FIRANGI",25,TRUE,FALSE,NA,NA
"17","Now that’s just amazing. 👌 Can you spot #Thor’s hammer? 🤫

#AvengersEndgame #marvel #nasa https://t.co/1FAilCiU7x",FALSE,0,NA,2018-12-10 09:14:30,FALSE,NA,"1072056954942578688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SquareOFortune",0,FALSE,FALSE,NA,NA
"18","Wait what ? Ant man to save us ? 
#Avengers4 #AvengersEndgame",FALSE,0,NA,2018-12-10 09:14:30,FALSE,NA,"1072056954053382144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lindo816",0,FALSE,FALSE,NA,NA
"19","RT @NifabulousO: Anticipating #AvengersEndgame #Aquaman #JohnWick. Be ready to get your tickets with @oseletickets #NowPlaying #MondayMotiv…",FALSE,0,NA,2018-12-10 09:14:26,FALSE,NA,"1072056939478167552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","omowale08",2,TRUE,FALSE,NA,NA
"20","RT @YahooMoviesUK: The #AvengersEndgame trailer has smashed the record for most views in 24 hours. https://t.co/mGaqgwp7hA",FALSE,0,NA,2018-12-10 09:14:13,FALSE,NA,"1072056884444708864",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CeceCalabrese",1,TRUE,FALSE,NA,NA
"21","This is the end... #AvengersEndGame https://t.co/cE6HPrhVRu",FALSE,1,NA,2018-12-10 09:14:10,FALSE,NA,"1072056870955872262",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FCruz30",0,FALSE,FALSE,NA,NA
"22","Bring Him Home
#AvengersEndgame 
#TonyStark https://t.co/FWnNH1Y2du",FALSE,0,NA,2018-12-10 09:14:10,FALSE,NA,"1072056868866936832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nadudusheshe",0,FALSE,FALSE,NA,NA
"23","RT @Avengers: To the greatest fans in the world, thank you for being there from the beginning til the endgame and making Marvel Studios’ #A…",FALSE,0,NA,2018-12-10 09:13:58,FALSE,NA,"1072056820980703232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chiefconhead21",17823,TRUE,FALSE,NA,NA
"24","RT @maddywilson0: one taught me love,
one taught me patience,
one taught me pain,
and one taught me that marvel won’t give tony stark a bre…",FALSE,0,NA,2018-12-10 09:13:49,FALSE,NA,"1072056780941737984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","s_y_a_m_26",10932,TRUE,FALSE,NA,NA
"25","RT @RenataKonkoly: Tony Stark should not worry for a second, help is on the way. @elonmusk @SpaceX #AvengersEndgame https://t.co/DImN1fzcuN",FALSE,0,NA,2018-12-10 09:13:44,FALSE,NA,"1072056761430011904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OfficialNozmic",1407,TRUE,FALSE,NA,NA
"26","It's always you.. 💠 #AvengersEndgame https://t.co/3bBcHMeJx2",FALSE,0,NA,2018-12-10 09:13:40,FALSE,NA,"1072056746053644288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EsmeeFoxthing",0,FALSE,FALSE,NA,NA
"27","RT @MCU_Tweets: He still has a date... #AvengersEndgame https://t.co/eeKQVyqgvS",FALSE,0,NA,2018-12-10 09:13:39,FALSE,NA,"1072056740596891654",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IAmMalik2001",1684,TRUE,FALSE,NA,NA
"28","RT @InfinityWarFans: Confirmed. #AvengersEndgame https://t.co/FSqBIY9B9c",FALSE,0,NA,2018-12-10 09:13:37,FALSE,NA,"1072056733613252609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rybelle",410,TRUE,FALSE,NA,NA
"29","RT @HydroRayz: “Part of the journey is the end.”

It’s the perfect time to do this again before #AvengersEndgame https://t.co/tkAQz3Vq0H",FALSE,0,NA,2018-12-10 09:13:36,FALSE,NA,"1072056729679130624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tafaarrr",5575,TRUE,FALSE,NA,NA
"30","RT @Ashril_92: Time travel confirm

#AvengersEndgame #Avengers4 https://t.co/ixyY3i78ZM",FALSE,0,NA,2018-12-10 09:13:29,FALSE,NA,"1072056699312201728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AimanAszman",1014,TRUE,FALSE,NA,NA
"31","RT @racheljpierce: it's been a long year #AvengersEndgame https://t.co/YGUAFcUNbT",FALSE,0,NA,2018-12-10 09:13:24,FALSE,NA,"1072056676579205120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Caeyen",2352,TRUE,FALSE,NA,NA
"32","RT @HydroRayz: “Part of the journey is the end.”

It’s the perfect time to do this again before #AvengersEndgame https://t.co/tkAQz3Vq0H",FALSE,0,NA,2018-12-10 09:13:13,FALSE,NA,"1072056633612587010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zaayh_",5575,TRUE,FALSE,NA,NA
"33","The #AvengersEndgame trailer has smashed the record for most views in 24 hours. https://t.co/mGaqgwp7hA",FALSE,2,NA,2018-12-10 09:13:00,FALSE,NA,"1072056577966948354",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","YahooMoviesUK",1,FALSE,FALSE,NA,NA
